book_id,title,author,genre
1602,Animal Farm,George Orwell,Political Satire
1286,The Lord of the Rings,J.R.R. Tolkien,Fantasy
809,The Great Gatsby,F. Scott Fitzgerald,Classic
953,Fahrenheit 451,Ray Bradbury,Dystopian
1358,The Little Prince,Antoine de Saint-Exupéry,Fiction
1865,The Hobbit,J.R.R. Tolkien,Fantasy
1045,The Hobbit,J.R.R. Tolkien,Fantasy
230,To Kill a Mockingbird,Harper Lee,Classic
1742,Animal Farm,George Orwell,Political Satire
556,The Girl with the Dragon Tattoo,Stieg Larsson,Crime
369,The Great Gatsby,F. Scott Fitzgerald,Classic
85,The Hobbit,J.R.R. Tolkien,Fantasy
1556,The Girl with the Dragon Tattoo,Stieg Larsson,Crime
1939,Murder on the Orient Express,Agatha Christie,Mystery
174,The Da Vinci Code,Dan Brown,Thriller
530,To Kill a Mockingbird,Harper Lee,Classic
74,The Da Vinci Code,Dan Brown,Thriller
322,Animal Farm,George Orwell,Political Satire
110,To Kill a Mockingbird,Harper Lee,Classic
1054,The Da Vinci Code,Dan Brown,Thriller
611,The Catcher in the Rye,J.D. Salinger,Classic
966,The Lord of the Rings,J.R.R. Tolkien,Fantasy
1429,The Great Gatsby,F. Scott Fitzgerald,Classic
1199,Murder on the Orient Express,Agatha Christie,Mystery
933,Fahrenheit 451,Ray Bradbury,Dystopian
743,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy
241,1984,George Orwell,Dystopian
204,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
49,The Great Gatsby,F. Scott Fitzgerald,Classic
565,The Hobbit,J.R.R. Tolkien,Fantasy
1518,The Little Prince,Antoine de Saint-Exupéry,Fiction
673,Fahrenheit 451,Ray Bradbury,Dystopian
1996,The Girl with the Dragon Tattoo,Stieg Larsson,Crime
333,Fahrenheit 451,Ray Bradbury,Dystopian
1106,The Lord of the Rings,J.R.R. Tolkien,Fantasy
255,Angels & Demons,Dan Brown,Thriller
1869,The Great Gatsby,F. Scott Fitzgerald,Classic
427,Pride and Prejudice,Jane Austen,Classic
351,The Catcher in the Rye,J.D. Salinger,Classic
395,Angels & Demons,Dan Brown,Thriller
1751,The Catcher in the Rye,J.D. Salinger,Classic
1952,Brave New World,Aldous Huxley,Dystopian
1269,The Great Gatsby,F. Scott Fitzgerald,Classic
1345,The Hobbit,J.R.R. Tolkien,Fantasy
1557,The Alchemist,Paulo Coelho,Fiction
19,Murder on the Orient Express,Agatha Christie,Mystery
612,Brave New World,Aldous Huxley,Dystopian
1262,Animal Farm,George Orwell,Political Satire
1095,Angels & Demons,Dan Brown,Thriller
860,And Then There Were None,Agatha Christie,Mystery
870,To Kill a Mockingbird,Harper Lee,Classic
77,The Alchemist,Paulo Coelho,Fiction
1914,The Da Vinci Code,Dan Brown,Thriller
555,Angels & Demons,Dan Brown,Thriller
1930,To Kill a Mockingbird,Harper Lee,Classic
1790,To Kill a Mockingbird,Harper Lee,Classic
979,Murder on the Orient Express,Agatha Christie,Mystery
169,The Great Gatsby,F. Scott Fitzgerald,Classic
637,The Alchemist,Paulo Coelho,Fiction
1490,To Kill a Mockingbird,Harper Lee,Classic
1139,Murder on the Orient Express,Agatha Christie,Mystery
1928,Sense and Sensibility,Jane Austen,Classic
1509,The Great Gatsby,F. Scott Fitzgerald,Classic
528,Sense and Sensibility,Jane Austen,Classic
1042,Animal Farm,George Orwell,Political Satire
1454,The Da Vinci Code,Dan Brown,Thriller
980,And Then There Were None,Agatha Christie,Mystery
868,Sense and Sensibility,Jane Austen,Classic
1594,The Da Vinci Code,Dan Brown,Thriller
1747,Pride and Prejudice,Jane Austen,Classic
232,Brave New World,Aldous Huxley,Dystopian
136,The Girl with the Dragon Tattoo,Stieg Larsson,Crime
26,The Lord of the Rings,J.R.R. Tolkien,Fantasy
1841,1984,George Orwell,Dystopian
1199,Murder on the Orient Express,Agatha Christie,Mystery
768,Sense and Sensibility,Jane Austen,Classic
1506,The Lord of the Rings,J.R.R. Tolkien,Fantasy
193,Fahrenheit 451,Ray Bradbury,Dystopian
290,To Kill a Mockingbird,Harper Lee,Classic
211,The Catcher in the Rye,J.D. Salinger,Classic
1088,Sense and Sensibility,Jane Austen,Classic
1564,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
606,The Lord of the Rings,J.R.R. Tolkien,Fantasy
479,Murder on the Orient Express,Agatha Christie,Mystery
129,The Great Gatsby,F. Scott Fitzgerald,Classic
652,Brave New World,Aldous Huxley,Dystopian
234,The Da Vinci Code,Dan Brown,Thriller
1545,The Hobbit,J.R.R. Tolkien,Fantasy
1107,Pride and Prejudice,Jane Austen,Classic
1422,Animal Farm,George Orwell,Political Satire
1874,The Da Vinci Code,Dan Brown,Thriller
178,The Little Prince,Antoine de Saint-Exupéry,Fiction
1534,The Da Vinci Code,Dan Brown,Thriller
1538,The Little Prince,Antoine de Saint-Exupéry,Fiction
830,To Kill a Mockingbird,Harper Lee,Classic
185,The Hobbit,J.R.R. Tolkien,Fantasy
1579,Murder on the Orient Express,Agatha Christie,Mystery
1885,The Hobbit,J.R.R. Tolkien,Fantasy
945,The Hobbit,J.R.R. Tolkien,Fantasy
1367,Pride and Prejudice,Jane Austen,Classic
299,Murder on the Orient Express,Agatha Christie,Mystery
553,Fahrenheit 451,Ray Bradbury,Dystopian
799,Murder on the Orient Express,Agatha Christie,Mystery
1531,The Catcher in the Rye,J.D. Salinger,Classic
252,Brave New World,Aldous Huxley,Dystopian
1917,The Alchemist,Paulo Coelho,Fiction
60,And Then There Were None,Agatha Christie,Mystery
1616,The Girl with the Dragon Tattoo,Stieg Larsson,Crime
179,Murder on the Orient Express,Agatha Christie,Mystery
1314,The Da Vinci Code,Dan Brown,Thriller
1018,The Little Prince,Antoine de Saint-Exupéry,Fiction
974,The Da Vinci Code,Dan Brown,Thriller
1495,Angels & Demons,Dan Brown,Thriller
1242,Animal Farm,George Orwell,Political Satire
1084,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
1152,Brave New World,Aldous Huxley,Dystopian
545,The Hobbit,J.R.R. Tolkien,Fantasy
926,The Lord of the Rings,J.R.R. Tolkien,Fantasy
403,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy
434,The Da Vinci Code,Dan Brown,Thriller
1873,Fahrenheit 451,Ray Bradbury,Dystopian
1921,1984,George Orwell,Dystopian
1058,The Little Prince,Antoine de Saint-Exupéry,Fiction
510,To Kill a Mockingbird,Harper Lee,Classic
1338,The Little Prince,Antoine de Saint-Exupéry,Fiction
842,Animal Farm,George Orwell,Political Satire
1135,Angels & Demons,Dan Brown,Thriller
462,Animal Farm,George Orwell,Political Satire
1420,And Then There Were None,Agatha Christie,Mystery
630,To Kill a Mockingbird,Harper Lee,Classic
446,The Lord of the Rings,J.R.R. Tolkien,Fantasy
1412,Brave New World,Aldous Huxley,Dystopian
204,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
175,Angels & Demons,Dan Brown,Thriller
299,Murder on the Orient Express,Agatha Christie,Mystery
121,1984,George Orwell,Dystopian
284,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
679,Murder on the Orient Express,Agatha Christie,Mystery
353,Fahrenheit 451,Ray Bradbury,Dystopian
1787,Pride and Prejudice,Jane Austen,Classic
857,The Alchemist,Paulo Coelho,Fiction
515,Angels & Demons,Dan Brown,Thriller
276,The Girl with the Dragon Tattoo,Stieg Larsson,Crime
680,And Then There Were None,Agatha Christie,Mystery
591,The Catcher in the Rye,J.D. Salinger,Classic
1324,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
451,The Catcher in the Rye,J.D. Salinger,Classic
1273,Fahrenheit 451,Ray Bradbury,Dystopian
1801,1984,George Orwell,Dystopian
1630,To Kill a Mockingbird,Harper Lee,Classic
1448,Sense and Sensibility,Jane Austen,Classic
1320,And Then There Were None,Agatha Christie,Mystery
1711,The Catcher in the Rye,J.D. Salinger,Classic
1823,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy
880,And Then There Were None,Agatha Christie,Mystery
1860,And Then There Were None,Agatha Christie,Mystery
908,Sense and Sensibility,Jane Austen,Classic
164,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
1396,The Girl with the Dragon Tattoo,Stieg Larsson,Crime
1718,The Little Prince,Antoine de Saint-Exupéry,Fiction
298,The Little Prince,Antoine de Saint-Exupéry,Fiction
423,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy
825,The Hobbit,J.R.R. Tolkien,Fantasy
687,Pride and Prejudice,Jane Austen,Classic
1246,The Lord of the Rings,J.R.R. Tolkien,Fantasy
1381,1984,George Orwell,Dystopian
1660,And Then There Were None,Agatha Christie,Mystery
1968,Sense and Sensibility,Jane Austen,Classic
1177,The Alchemist,Paulo Coelho,Fiction
766,The Lord of the Rings,J.R.R. Tolkien,Fantasy
231,The Catcher in the Rye,J.D. Salinger,Classic
487,Pride and Prejudice,Jane Austen,Classic
1542,Animal Farm,George Orwell,Political Satire
1591,The Catcher in the Rye,J.D. Salinger,Classic
1343,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy
1457,The Alchemist,Paulo Coelho,Fiction
1431,The Catcher in the Rye,J.D. Salinger,Classic
325,The Hobbit,J.R.R. Tolkien,Fantasy
439,Murder on the Orient Express,Agatha Christie,Mystery
375,Angels & Demons,Dan Brown,Thriller
1428,Sense and Sensibility,Jane Austen,Classic
1861,1984,George Orwell,Dystopian
773,Fahrenheit 451,Ray Bradbury,Dystopian
298,The Little Prince,Antoine de Saint-Exupéry,Fiction
1194,The Da Vinci Code,Dan Brown,Thriller
240,And Then There Were None,Agatha Christie,Mystery
100,And Then There Were None,Agatha Christie,Mystery
1403,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy
282,Animal Farm,George Orwell,Political Satire
355,Angels & Demons,Dan Brown,Thriller
533,Fahrenheit 451,Ray Bradbury,Dystopian
1464,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
597,The Alchemist,Paulo Coelho,Fiction
701,1984,George Orwell,Dystopian
1112,Brave New World,Aldous Huxley,Dystopian
1041,1984,George Orwell,Dystopian
893,Fahrenheit 451,Ray Bradbury,Dystopian
901,1984,George Orwell,Dystopian
125,The Hobbit,J.R.R. Tolkien,Fantasy
1334,The Da Vinci Code,Dan Brown,Thriller
186,The Lord of the Rings,J.R.R. Tolkien,Fantasy
991,The Catcher in the Rye,J.D. Salinger,Classic
1655,Angels & Demons,Dan Brown,Thriller
592,Brave New World,Aldous Huxley,Dystopian
1387,Pride and Prejudice,Jane Austen,Classic
734,The Da Vinci Code,Dan Brown,Thriller
1912,Brave New World,Aldous Huxley,Dystopian
644,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
66,The Lord of the Rings,J.R.R. Tolkien,Fantasy
1690,To Kill a Mockingbird,Harper Lee,Classic
354,The Da Vinci Code,Dan Brown,Thriller
1125,The Hobbit,J.R.R. Tolkien,Fantasy
887,Pride and Prejudice,Jane Austen,Classic
1171,The Catcher in the Rye,J.D. Salinger,Classic
1544,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
1084,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
317,The Alchemist,Paulo Coelho,Fiction
50,To Kill a Mockingbird,Harper Lee,Classic
463,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy
757,The Alchemist,Paulo Coelho,Fiction
1024,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
531,The Catcher in the Rye,J.D. Salinger,Classic
220,And Then There Were None,Agatha Christie,Mystery
1055,Angels & Demons,Dan Brown,Thriller
1853,Fahrenheit 451,Ray Bradbury,Dystopian
652,Brave New World,Aldous Huxley,Dystopian
24,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
1037,The Alchemist,Paulo Coelho,Fiction
1223,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy
213,Fahrenheit 451,Ray Bradbury,Dystopian
1337,The Alchemist,Paulo Coelho,Fiction
523,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy
1578,The Little Prince,Antoine de Saint-Exupéry,Fiction
1629,The Great Gatsby,F. Scott Fitzgerald,Classic
1188,Sense and Sensibility,Jane Austen,Classic
1552,Brave New World,Aldous Huxley,Dystopian
1476,The Girl with the Dragon Tattoo,Stieg Larsson,Crime
1728,Sense and Sensibility,Jane Austen,Classic
1437,The Alchemist,Paulo Coelho,Fiction
1671,The Catcher in the Rye,J.D. Salinger,Classic
1809,The Great Gatsby,F. Scott Fitzgerald,Classic
1445,The Hobbit,J.R.R. Tolkien,Fantasy
1162,Animal Farm,George Orwell,Political Satire
1559,Murder on the Orient Express,Agatha Christie,Mystery
1478,The Little Prince,Antoine de Saint-Exupéry,Fiction
1048,Sense and Sensibility,Jane Austen,Classic
361,1984,George Orwell,Dystopian
1814,The Da Vinci Code,Dan Brown,Thriller
352,Brave New World,Aldous Huxley,Dystopian
1260,And Then There Were None,Agatha Christie,Mystery
1963,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy
211,The Catcher in the Rye,J.D. Salinger,Classic
527,Pride and Prejudice,Jane Austen,Classic
1988,Sense and Sensibility,Jane Austen,Classic
669,The Great Gatsby,F. Scott Fitzgerald,Classic
300,And Then There Were None,Agatha Christie,Mystery
307,Pride and Prejudice,Jane Austen,Classic
894,The Da Vinci Code,Dan Brown,Thriller
856,The Girl with the Dragon Tattoo,Stieg Larsson,Crime
1126,The Lord of the Rings,J.R.R. Tolkien,Fantasy
119,Murder on the Orient Express,Agatha Christie,Mystery
221,1984,George Orwell,Dystopian
549,The Great Gatsby,F. Scott Fitzgerald,Classic
1311,The Catcher in the Rye,J.D. Salinger,Classic
1599,Murder on the Orient Express,Agatha Christie,Mystery
238,The Little Prince,Antoine de Saint-Exupéry,Fiction
975,Angels & Demons,Dan Brown,Thriller
1526,The Lord of the Rings,J.R.R. Tolkien,Fantasy
1994,The Da Vinci Code,Dan Brown,Thriller
1941,1984,George Orwell,Dystopian
213,Fahrenheit 451,Ray Bradbury,Dystopian
1174,The Da Vinci Code,Dan Brown,Thriller
1585,The Hobbit,J.R.R. Tolkien,Fantasy
1659,Murder on the Orient Express,Agatha Christie,Mystery
1419,Murder on the Orient Express,Agatha Christie,Mystery
917,The Alchemist,Paulo Coelho,Fiction
1989,The Great Gatsby,F. Scott Fitzgerald,Classic
1068,Sense and Sensibility,Jane Austen,Classic
14,The Da Vinci Code,Dan Brown,Thriller
362,Animal Farm,George Orwell,Political Satire
862,Animal Farm,George Orwell,Political Satire
297,The Alchemist,Paulo Coelho,Fiction
1180,And Then There Were None,Agatha Christie,Mystery
818,The Little Prince,Antoine de Saint-Exupéry,Fiction
509,The Great Gatsby,F. Scott Fitzgerald,Classic
410,To Kill a Mockingbird,Harper Lee,Classic
1744,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
1962,Animal Farm,George Orwell,Political Satire
1776,The Girl with the Dragon Tattoo,Stieg Larsson,Crime
388,Sense and Sensibility,Jane Austen,Classic
583,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy
1274,The Da Vinci Code,Dan Brown,Thriller
1897,The Alchemist,Paulo Coelho,Fiction
622,Animal Farm,George Orwell,Political Satire
383,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy
720,And Then There Were None,Agatha Christie,Mystery
1346,The Lord of the Rings,J.R.R. Tolkien,Fantasy
1065,The Hobbit,J.R.R. Tolkien,Fantasy
1678,The Little Prince,Antoine de Saint-Exupéry,Fiction
708,Sense and Sensibility,Jane Austen,Classic
1949,The Great Gatsby,F. Scott Fitzgerald,Classic
1929,The Great Gatsby,F. Scott Fitzgerald,Classic
1103,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy
1610,To Kill a Mockingbird,Harper Lee,Classic
675,Angels & Demons,Dan Brown,Thriller
950,To Kill a Mockingbird,Harper Lee,Classic
9,The Great Gatsby,F. Scott Fitzgerald,Classic
317,The Alchemist,Paulo Coelho,Fiction
1959,Murder on the Orient Express,Agatha Christie,Mystery
428,Sense and Sensibility,Jane Austen,Classic
106,The Lord of the Rings,J.R.R. Tolkien,Fantasy
1624,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy
122,Animal Farm,George Orwell,Political Satire
1300,And Then There Were None,Agatha Christie,Mystery
1201,1984,George Orwell,Dystopian
1720,And Then There Were None,Agatha Christie,Mystery
1487,Pride and Prejudice,Jane Austen,Classic
116,The Girl with the Dragon Tattoo,Stieg Larsson,Crime
1665,The Hobbit,J.R.R. Tolkien,Fantasy
